Paragraph,True lang,Predicted lang
"Уква ю вылын сулалӧны: Уква каркытшӧ пырысь Воднӧй да Шудаяг посёлокъяс, Уква кар. Сосногорск районӧ пырысь Уквавом сикт весьтын усьӧ Изьва юӧ.",kom,koi
"T-90 je opremljen topom – lanserom 2A46M glatke cijevi kalibra 125 mm, koji je stabilisan u dvije ose sa termalnom oblogom. Top ima mogućnost da se zamjeni bez skidanja kupole. S obzirom da se radi o topu glatke cijevi, stabilizacija granata se vrši krilcima koja se otvaraju kada granata napusti cijev. Borbeni komplet se sastoji od 43 granate. 22 granate su smještene u autopunjaču. Municija 125 mm je dvodjelna, što znači da je zrno fizički odvojeno od čahure. Pri punjenju autopunjač prvo ubacuje zrno u cijev, a nakon toga eksplozivno punjenje. Nakon ispaljenja granate u cijevi ostaje dno čahure koje se izbacuje izvlakačem kada se top vraća u početni položaj i izbacuje van vozila kroz otvor koji se nalazi na zadnjem gornjem dijelu kupole. Vrste granata koje se nalaze u borbenom kompletu su APFSDS oznake 3BM46 „Svinets“ (Armour – Piercing, Fin – Stabilised, Discarding Sabot) u prevodu podkalibarni kinetički penetrator koji se sastoji od podkalibarnog zrna koje nema niti upaljač, niti eksploziv. Težina kompletnog zrna je 20,4 kg, težina projektila 7,05 kg, početna brzina 1750 metara u sekundi. Probojna moć penetratora na homogenu čeličnu ploču pod uglom od 90 stepeni je 600mm. HEAT oznake 3VBK-25 (High Explosive, Anti-Tank) je kumulativno zrno ukupne težine 29 kg, samog zrna 18,4 kg, početne brzine 915 metara u sekundi. Probojna moć granate na homogenu čeličnu ploču pod uglom od 90 stepeni je 650mm. HE – Frag oznake 3VOF36 je visoko eksplozivno zrno koje je namijenjeno uništavanju žive sile, fortifikacija i lahko oklopljenih ciljeva. Ukupna težina je 33kg, samog projektila 23kg, početna brzina 850 metara u sekundi. Pored „klasičnih“ granata postoji mogućnost lansiranja protivoklopne rakete (ATGM) oznake 9M119 Refleks NATO oznake AT-11 Sniper-a operativne od 1985. godine i modernizovane verzije 9M119M Refleks-M NATO oznake AT-11 Sniper-b operativne od 1992. Oba modela su poluautomatski laserski vođeni projektili (SACLOS) sa visokim procentom pogotka od 0,8. Verzija 9M-119 ima domet od 75-4000 metara. Potrebno vrijeme do maksimalne dužine leta je 16 sekundi. Bojeva glava je kumulativna. Penetracija kroz homogenu čeličnu ploču pod uglom od 90 stepeni je 650 – 700 mm. Verzija 9M-119M ima domet od 75-5000 metara, a potrebno vrijeme do maksimalne dužine leta je 17.6 sekundi. Bojeva glava je tandem kumulativna namijenjena za uništavanje ERA oklopa. Penetracija kroz homogenu čeličnu ploču pod uglom od 90 stepeni je 700 - 750 mm a sa ERA oklopom umanjeno za 50mm. Postoji mogućnost gađanja niskoletećih helikoptera do maksimalne dužine leta rakete.",bos,hrv
"Столыпинская аграрная реформа как разрыв патерналистской традиции // Международные Лихачевские научные чтения «Диалог культур и партнерство цивилизаций» СПб., 2008. — с.201-203.",yid,mhr
".ارامكو (aramku, transcripcion d’""Aramco"", acorcha de Arabian American Oil Company, companhiá aràbia-americana de petròli- còde punycode .xn--mgba3a3ejt) es un nom de domeni arabi depausat per Aramco Services Company, una filiala de l’entrepresa d’estat saudiana Saudi Aramco. Es en servici dempuèi lo 15 d’octobre de 2015.",oci,mlg
"Фонетические свойства двухкомпонентных (консонантных) последовательностей в коми языке // Альманах современной науки и образования: в 3 ч. Сер. «Языкознание и литературоведение в синхронии и диахронии и методика преподавания языка и литературы». – Тамбов: Изд-во «Грамота», 2009. – Ч. 3, № 2 (21). – С.139-141.",koi,myv
"Латин тиштер негызеш кызытсе вепс тиштер 2007 ийыште пеҥгыдемдалтын. Тудо латин тиштер гыч 22 буква (Q, W, X, Y деч посна) да икмыняр ешартыш тиште гыч (йошкарге дене ончыктымо) шога. Скобкышто - альтернатив тиште-влак, ужарге дене заимствованийлаште кучылталтше тиште-влак.",mhr,krc
Solarna godina Hidžre rabi se u iranskom kalendaru za označavanje solarnih godina od Hidžre. O proljetnoj ravnodnevnici počinje [tekuća godina n.e. - 621]. godina. U 2009. to je 1388.: može se zamijetiti da je broj manji nego u lunarnoj inačici.,hrv,bos
"Gau un Griis, Verein zur Erhaltung und Förderung der fränkische Sprache. Sitter 2001: Zeiding ""Paraple"", dreischproochisch (franzesisch, schdandarddeitsch un fränkisch)",pdc,pfl
काफ्का के पिता दबंग किस्म के स्वभाव के रहलन बाकिर उनकर महतारी स्वभाव से शांत आ लजाधुर रहली। काफ़्का के पिता क व्यक्तित्व क असर उनकरा लेखन पर भी पड़ल।,bho,mai
"(Inggris) Commentary on the Gospel of Saint Matthew An interpretation of the inner, practical meaning of the Gospel, oleh Swami Nirmalananda Giri.",ind,bjn
"Murale ne treba miješati sa grafitima. Grafiti, kako im samo ime navodi, su znakovi, potpisi, stilizovani, uvećani i razrađeni na različite načine. S druge strane, murali su slike na zidu različitog karaktera i imaju sve odlike jedne kompletne slike.",bos,hrv
Республика Коми понесла невосполнимую утрату: скончался классик коми литературы Геннадий Юшков // «Комиинформ» юӧр сетан агентство (2009.05.21 лун; рочӧн),kom,mhr
"Takmičenja u karlingu na ZOI 2014. u Sočiju u ženskoj konkurenciji održavala su se u dvorani ""Ledena kocka"" od 10. do 20. februara. Za učestvovanje na turniru kvalificiralo se 10 timova, koji su na osnovu rezultata iz 2012. i 2013. ostvarili dobre rezultate.",bos,hrv
"Il Genoa (Genoa Cricket and Football Club) e je une scuadre di balon de citât di Gjenue, e al dì di vuê e zuie tal Campionât Talian di Serie A. Il Genoa e nassè tal 1893, e e je partant une des scuadris plui antighis de Italie.",fur,roh
"Harry Potter og arvalutir Deyðans er ein bók hjá Joanne ""Jo"" Rowling. Harry Potter og arvalutir Deyðans kom út 21. juli 2007 í Bretlandi ein minutt eftir midnátt. Bókhandlar og fjepparar í Bretlandi og aðrastaðni gjørdu nógv burturúr. Beinanvegin sló bókin øll sølumet, eftir nøkrum døgum var hon seld í 2,7 mió eintøkum í Bretlandi og 8,3 mió eintøkum í Amerika. Bókin verður týdd til 93 mál. Harry Potter og arvalutir Deyðans kom út á føroyskum í 2007. Bókin er 679 bls. og innbundin.",fao,isl
"Vocabulario de la lengva general de todo el Perv llamada lengva Qquichua o del Inca The Quechua language spoken by the Inca nobility in Cusco, 1608 Diego González Holguín",hif,nci
"Los paisis d'Uropa huerun suzalachaus en dos hadis. Eran argu asina cumu un hadi e collácius que se comprometun a ayualsi si angunu huesi atacau. Si un pais era atacau pol angún enemigu, los sus collácius eberien uñilsi ena guerra entri los dos. Pol mé destus alcuerdus, cuantis c'un pais huesi atacau, tolos paisis uropeus tomarien parti e la Gran Guerra.",ext,mwl
"El monicípiu está compuestu pol cascu urbanu d'Olivença i seis aldeas i localiais más: San Francisco, San Rafael, Villarreal (Vila Real), Santo Domingo de Guzmán (São Domingos de Gusmão), San Benito de la Contienda (São Bento da Contenda) i San Jorge de Alor (São Jorge da Lor). Táliga, uguañoti un monicípiu endependienti, hue tamién una aldea u parróquia oliventina en tiempus purtuguesis i hata 1850.",ext,mwl
"ท่านเป็นผู้ทรงจำพระวินัยอย่างแม่นยำ และเคยได้รับพุทธานุญาตให้วินิจฉัยอธิกรณ์ 3 คดี คือ ภารตัจฉวัตถุ, อัชชุกวัตถุ และกุมารกัสสปวัตถุ ด้วยเหตุนี้จึงได้รับการยกย่องจากพระพุทธองค์ให้เป็นเอตทัคคะผู้เลิศในทาง ผู้ทรงพระวินัย และหลังพุทธปรินิพพานท่านได้เป็นผู้มีส่วนสำคัญในการรักษาพระวินัย เพราะท่านได้รับหน้าที่เป็น 1 ใน 3 พระมหาเถระผู้วิสัชชนาพระธรรมวินัยในคราวปฐมสังคายนาที่ถ้ำสัตบรรณคูหา เมืองราชคฤห์ โดยท่านได้วิสัชนาพระวินัยปิฎก",tha,lao
Dengan pesatnya perkembangan penduduk di masing-masing tempekan tersebut akhirnya tempekan tersebut saat ini sudah menjadi banjar Dinas Persiapan.,ind,map-bms
"'t ""sakrement van de voetwassing"" stelt mensen in staot de ervaoring te dielen mit Jezus. 't Dient ok as constante erinnering da-j liefde, eiliging, nederigeid, vergeving en dienstverlening neudigebt. Iederiene die de deup ondergaon ef mut zien of eur voeten laoten wassen in de naam van Jezus Christus. De wederziedse voetwassing kan uut-eoefend wonnen as dät passend is. (Jannes 13:17)",nds-nl,zea
"Teheran, dal 2005Nel 2006 tuttavia il Sister City Program cittadino è stato riformato e rinominato New York City Global Partners. Allo stesso tempo è stato ulteriormente ampliato il raggio d'azione internazionale, con l'entrata nel progetto da parte di molte altre città mondiali.",ita,roa-tara
"После вступления Тувы в состав СССР (1944) драматурги стремились отразить новые процессы жизни, писали о коллективизации, строительстве социализма. Этим темам были посвящены пьесы: ""Учитель в сумоне"" (1948) и ""На стане"" (1947) Сарыг-оола, ""Стремление"" О. Саган-оола(1950). В пьесе Саган-оола ""В одном сельсовете"" (1954) разоблачается бюрократизм и карьеризм; в драме ""Спою тебе"" рассказывается о борьбе со старым, о* победе нового, в исторической драме ""Пробуждение"" показаны рост политического сознания аратов (крестьян) под влиянием Октябрьской революции и революционного события в Туве в 1918-21. Пьеса Тока ""Осуществленная мечта"" посвящалась Великой Отечественной Войне, дружбе народов СССР.",tyv,rus
Wanyama Itara nm - chatu Njoka nm – nyoka Mlula nm – chui Kite nm – mbwa Ngubve nm – Nguruwe Mbebva nm – Panya Kinyau nm – Paka Kisheghe/mrondwe nm – Kicheche Kibiba nm – Panyabuku Iobo nm – Nyani Kichakoro nm – Njefu nm – Tembo N`gumbe nm – N`gombe Mburi nm –Mbuzi Ngache nm – Ndama Igonji nm – Kondoo,swa,kin
"E stoeg êest op de mart mè sjakosjn, loater kwam 'n fulltime zanger. Bekende liedjes zyn: Chérie, Ik spryngn ut m'n vliegmachien, Als marktkramer ben ik geboren. Je noemde g' emzelve The Voice of Europe en j'at ook ne fanclub in Olland. Wally adde lange tyd e dancing in Ertvelde.",vls,srn
"De Deltawerke zien 'n serie dieke, damme, brögke en waterkieringe in Zuidwes-Nederland, in de provincies Zieland en Zuid-Holland, die tot ierste doel höbbe oetzunderlek zwoer störme tege te hawwe. 't Geit hei um oetgebreide diekverhoeginge en -verzwaoringe zoewie vaan 't aofslete vaan versjèllende zie-erm (wat dees waters tot binnemere heet gemaak). Ouch höbbe de waterkieringe 'n sterke secundair functie es verkiersaojers: de veurmaolege eilen die ze noe verbinde zien euver de weeg bereikbaar gewore. Direkte aonleiing veur 't projek waor 'de Ramp' vaan 1953, die groete deile vaan Zieland en Zuid-Holland oonder water zat en 1835 doeje tot gevolg had. Tegen 't ind vaan de jaore 1980 waore de belaankriekste werke klaor. Same mèt de Zuiderziewerke zien de Deltawerke 't belaankriekste waterbouwprojek oet de Nederlandse historie, en oet de ganse wereldhistorie.",lim,zea
The First spilt avAdam Busch Clair Kramer George Hertzberg Harry Groener Juliet Landau Mark Metcalf Sarah Michelle Gellar Danny StrongAzura Skye Kristine Sutherland James Marsters Carrie SouthworthAmanda Fuller Lalaine VargasK.D. Aubert Nathan Fillion,nob,nno
"In human evolution, the chin is a cladistic apomorphy, partially defining anatomically modern humans as distinct from archaic forms. Non-human anthropoid apes have a simian shelf for example. Elephants are the only other animals considered to display such a feature, although this leads to debate over the use of the term.",xho,new
"Di efàngelisch Käisch geht uf e middelalderlischi Kabell zurigg (äner vun de Pailer vum Pordal träscht di Jahreszahl 1368), wu 1558 un 1764 vergräßerd worre isch.",pfl,als
"Cun istragu de Itri s'inditat un'acuntèssida de crònaca sutzèdida intre su 12 e su 13 de trìulas 1911 in Itri, bidda de su Làtziu meridionale (ma tando galu in provìntzia de Caserta, duncas parte de sa Campània), chi at tentu a cusseguèntzia sa morte de una deghina de operajos sardos, s'ingollidura de unos 60 e s'arrestu de medas àteros cun imputu de èssere brigosos.",srd,roh
"De Marzik is scho duach ia easchts Biachl berimht wuan: Am Anfang war die Kuchlkredenz (1971). De 13. und eaweitate Auflog Aus der Kuchlkredenz is 1994 vom Hauptvabaund vom estareichischn Buachhaundl ois ""Das goldene Buch"" auszeichnet wuan.",bar,als
"Matičnjak, pčelinja ljubica, (lat. Melissa officinalis) je vrsta trajne biljke iz roda Lamiaceae prirodnog staništa u južnoj Evropi i mediteranskoj regiji. Raste u visinu od 70 do 150 cm. Listovi imaju blagi miris nalik na limun i metvicu. Krajem ljeta, na biljci se pojavljuju mali, bijeli ili svijetlo plavi cvjetovi puni nektara koji privlače pčele. Zbog toga joj je latinski naziv Melissa (grč. pčela). Drugi nazivi: limunka, arbaroža.",bos,hrv
"शुमी मरित्स (बुल्गेरियाली: Шуми Марица) बुल्गेरियाको राष्ट्रिय गीतको रूपमा १८८६ देखि १९४४ सम्मको लागि थियो । शुमी मरित्स गीत जर्मन लोक गान ""Wenn die Soldaten durch die Stadt marschieren"" बाट बनाईएको थियो जुन कि बुल्गेरियामा १९औ सताब्दीमा धेरै प्रचलित भएको थियो । शुमी मरित्स लोक गीतको शब्दहरू निकोला ज्हिवकोव र इवन वाजोवद्वारा लेखियो ।",nep,dty
غفور جدی متولد اردبیل اتا خلبان حرفه ای جنگنده اف-4 فانتوم بی‌یه که جنگ ایران و عراق دله طی اتا عملیات هوایی کشته بهییه . غفور جدی پس از مرگ وصیت هاکرده که ونه کفن پرچم ایران باشه و ونه مراسم دفن دله سرود ای-ایران بخوندس بووه این اتا وسه وه ره در فرهنگ عامه ایران به اتا قهرمان تبدیل هاکرده .,mzn,glk
"Vers l'an 1200, la discussion s'engage entre la branche cadette des ducs de Bourgogne, représentée par Étienne II et la branche aînée représentée par Othon II. Celui-ci dépouille les religieux de la jouissance de Montigny, mais à sa mort, il reconnaît ses torts et recommande à sa femme Marguerite de Blois de rendre Montigny à l'abbaye de Cherlieu. Bien loin d'exécuter les dernières volontés de son mari, Marguerite de Blois passe Montigny en fief à Hugues II comte de Vaudemont. Instruit de cette injustice, l'empereur Philippe de Souabe, par un rescrit signé à Spire (1202) ordonne de remettre Montigny au monastère. Cet ordre n'est pas exécuté par les officiers de Bourgogne.",oci,fra
