sentence,lang
"29. mart - Najmanje je 37 ljudi ubijeno, a 62 ozlijeđeno u Moskvi u dvije odvojene eksplozije u podzemnoj željeznici oko osam sati ujutro po lokalnom vremenu. Moskovski gradonačelnik je izjavio kako su za oba napada krive žene samoubice.",bos
IC 5204 je nepostojeći astronomski objekat naveden u Novom općem katalogu koji je opisan da se nalazi u sazviježđu Vodolija. Ovaj objekat je zapisao Lewis Swift 8. augusta 1896. godine.,bos
Застава Токелауа одобрена је од Парламента Токелауа у мају 2008. године. До тада се користила застава Новог Зеланда. Застава није службено прихваћена будући да на референдуму за независност Токелауа 2007. није добивена потребна већина гласова.,srp
"Обим бановине Хрватске није коначно одређен јер је остављено да се границе накнадно одреде. Предвиђено је да се направи заједничка влада у коју би ушао Мачек, која би спровела споразум у живот.",srp
"Харфа је позната као симбол Ирске још од 13. века, а први пут се појавила на англо-ирском кованом новцу 1536. током владавине Хенрија VIII. Некада се означава и као харфа Брајана Боруа, високог краља Ирске. Појављује се у трећој четвртини Краљевског Грба Уједињеног Краљевства, што симболизује стару претензију британске Круне на трон Ирске, у (оспореном) реду сукцесије од Брајана Боруа.",srp
"Pri izboru tolerancija i dosjeda potrebno je uzimati u obzir i temperaturu strojnih dijelova. Sve tolerancije propisane u ISO sustavu se odnose na sobnu temperaturu materijala strojnih dijelova, tj. na 20 ºC. Pri toj temperaturi moraju imati izrađeni dijelovi i mjerni uređaji mjere u skladu s propisanim vrijednostima. Većina strojnih dijelova je u radu pri nižim ili višim temperaturama, pri čemu se zbog toplinskog istezanja njihove mjere mijenjaju. Ako dijelovi imaju istu temperaturu i rađeni su od istog materijala, promjena temperature nema utjecaja na dosjed. Ako nije tako, dolazi do promjene zračnosti, odnosno preklopa pri radnoj temperaturi u odnosu na izmjerene vrijednosti na sobnoj temperaturi.",hrv
"Mazzarri je kao igrač igrao na poziciji veznog igrača, a omladinske godine proveo je u sastavu Fiorentine za koju nikada nije zaigrao u seniorskim godinama. Svoju prvu seniorsku utakmicu odigrao je 1981. dok je bio na posudbi u Pescari, koja je tada igrala Seriju B. Sezonu poslije te proveo je također kao posuđeni igrač u Cagliariju, da bi ga kasnije Fiorentina prodala Reggiani. Najduže je igrao u Empoliju, koji je svoje prve utakmice u Seriji A igrao upravo u doba kad je Mazzari bio igrač te ekipe.",bos
"S ostalim pripadnicima vrste okuplja se samo tijekom sezone parenja, pa je njihov broj teško procijeniti. Glasa se slično kao domaća mačka, ali također može proizvoditi glasne, piskutave zvukove, posebno tražeći partnera za parenje. Iz jazbine izlazi nakon sumraka, kada lovi glodavce, guštere, ptice i kukce, iako joj se prehrana često može sastojati isključivo od glodavaca.",hrv
Vojna sigurnosno-obavještajna agencija ima ovlasti prikupljanja vojnih obavještajnih podataka te je zadužena za protuobavještajnu zaštitu i sigurnost djelatnika Ministarstva obrane i pripadnika Oružanih snaga.,hrv
"Оригинални Модел демографске транзиције има само 4 фазе, али је сада широко распрострањено прихватање фазе 5 да би се описао демографски развој земаља као што су Немачка, Шведска и Италија чије су популације испод нивоа за просту замену. То значи да постоји пад становништва условљен природним факторима јер је стопа наталитета опала испод стопе морталитета.",srp
"На неким је металима овај слој естески прихватљиве, лепе боје, те заштитних својстава, па га се у том случају назива патином - пример бакром превучених кровова или бронзаних скулптура и звона.",srp
"Dualizam je zajednička oznaka gnosticizma, a očituje se u suprotstavljanju Boga i božanskog sa svijetom i svjetskim. No budući da gnosticizam ima uglavnom monoteističko podrijetlo, on obično ne zastupa redikalni dualizam orjentalnih sustava. Ono što gnosticizam suprotstavlja grčkoj tradiciji, po mišljenju Plotina, jest obezvrjeđivanje ""kozmičkog boga"", odnosno odbacivanje kršćanske vizije jedinstvenog Boga stvoritelja.",hrv
"Rođena je u Atini kao najstarije dijete grčkog kralja Pavla i hanoversko-britanske princeze Fridrike. Sve do uspostavljanja republike u Grčkoj, nosila je titule princeze od Grčke i Danske. Njene titule u Grčkoj više nisu priznate.",bos
Uvjet za ponudu krune Luju XVIII nakon Napoléonovog poraza 1814. godine je bilo je prihvaćanje ustavne i parlamentarne monarhije. Iako on to prvobitno potpisuje tokom svoje prve godine na vlasti dolazi do reformi koje potkopavaju njegova obećanja. Rezultat toga je da u trenutku iskrcavanja Napoléona s Elbe 1815. godine niko nije htio boriti za novog kraljevskog diktatora.,bos
"Iako nije bio nominiran za najbolju originalnu pjesmu, ""Around the World"" (Oko svijeta) komponirali su Victor Young i Harold Adamson i postala je veliki međunarodni hit Binga Crosbyja.",bos
"Nakon što su 1602. izumrli muški nasljednici obitelji Hradec, Telč je pripao obitelji Slavata i grad su 1645. godine poharali Šveđani tijekom Tridesetogodišnjeg rata. Protureformacija je dovela Isusovce u grad koji od 1666.-67. grade Crkvu Imena Isusova prema planu Domenica Orsija.",hrv
"Najveće uspjehe postigao je igrajući za francuski klub Olympique Marseille od 1986. do 1992., s kojim je osvojio 4 francuska prvenstva zaredom od 1989. do 1992. došao i do finala Kupa prvaka 1991. godine., koje su izgubili od Crvene zvezde. Bio je najbolji stijelac francuske lige 5 puta zaredom od 1988. do 1992. godine. Jedini je koji je to postigao. Proglašen je najboljim europskim nogometašem 1991. i igračem godine 1991. po izboru časopisa World Soccer. Proglašen je najboljim francuskim nogometašem 1989. i 1991. Bio je najbolji strijelac Kupa prvaka 1990., 1991. i 1992. tri godine zaredom. Svaki put je dijelio prvo mjesto s još jednim nogometašem.",hrv
"IC 5274 (također poznat kao PGC 70149 i UGC 12275) je spiralna galaksija koja je udaljena oko 458 miliona sg od Zemlje i nalazi se u sazviježđu Pegaz. Najveći prečnik je 0,80 (107 hiljada sg) a najmanji 0,8 uglovnih minuta (107 hiljada sg). Prvo otkriće je napravio Stephane Javelle 3. novembra 1896. godine.",bos
"Crkva i samostan sv. Antuna Opata smješteni su na samom vrhu poluotoka, na čelu grada. Istočni i južni zid oslanjaju se o liticu nad morem, pošto je samostanski sklop s dviju strana u sustavu gradskih fortifikacija. Unutarnja površina pravokutne kule kojom su zidine ojačane u 16. st. danas služi kao samostanski vrt. Crkva se spominje u 14. st., a danas je jednostavna jednobrodna bogomolja s gotovo kvadratnim brodom i pravokutnim svetištem presvođenim križnorebrastim svodom iza gotičkoga trijumfalnog luka. Drvena obojena skulptura sv. Antuna Opata na oltaru rad je mletačkih drvorezbara s kraja 15. st. Iznad nadvratnika s ulaznog portala iz 1541. godine je tondo s rustično klesanim reljefom polulika titulara crkve. Uz crkvu je bila kuća bratovštine svečevih štivatelja koju je za svoj boravak unajmila kneginja žirovska Mande Budrišić pobjegavši na otok pred Turcima 1493. godine. Godinu kasnije zasnovala je samostan trećoretkinja sv. Frane, a umrla je 1532. godine. U crkvi se nalazi drveno raspelo iz 1430-ih, oltarna pala u tehnici ulja na platnu na južnom oltaru s prikazom sv. Joakima i Ane (17. st.), slika sv. Filomene (19. st.), slika s vjernim panoramskim prikazom grada nad kojim lebde Gospa i sv. Kristofor (17. st.), slika Kristovog skidanja s križa (17. st.) itd. Pročelje je renesansno, a na zidu iznad ulaza u samostan nalazi se kasnobarokni grb biskupa iz obitelji Spalatin. U ovoj crkvi je sahranjen barski nadbiskup i primas Srbije Marin Bizzi rodom sa Raba , a porijeklom iz Arbanije.",hrv
"NGC 554A (također poznat kao ESO 476-11A i PGC 5413) je prečkasta spiralna galaksija koja je udaljena oko 440 miliona sg od Zemlje i nalazi se u sazviježđu Kit. Najveći prečnik je 0,30 (38 hiljada sg) a najmanji 0,3 uglovnih minuta (38 hiljada sg).",bos
